latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-36.79782,-72.94838,344.33,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,297.66,9.67,N
-36.7985,-72.94405,349.56,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,297.68,14.57,N
-36.79917,-72.93972,343.56,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,298.57,14.57,N
-36.79984,-72.93539,322.38,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,294.89,2.02,N
-36.80254,-72.91809,325.11,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,293.57,11.85,N
-36.80321,-72.91376,330.79,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,294.13,11.85,N
-36.80388,-72.90943,367,0.38,0.36,2026-01-18,0557,N,VIIRS,h,2.0NRT,339.77,61.15,N
-36.79242,-72.98306,303.69,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,289.64,0.6,N
-36.79309,-72.97874,309.29,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,290.03,0.85,N
-36.79377,-72.9744,313.93,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,290.89,0.85,N
-36.79444,-72.97007,314.59,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,291.55,1.09,N
-36.79714,-72.95272,314.42,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,293.73,9.67,N
-36.80052,-72.93107,306.75,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.97,2.02,N
-36.80186,-72.92241,308.84,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.12,1.61,N
-36.80251,-72.94052,351.38,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,309.13,14.57,N
-36.80318,-72.93619,335.51,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,297.07,2.02,N
-36.80587,-72.91888,334.45,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.9,11.85,N
-36.80655,-72.91456,345.27,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,305.1,11.85,N
-36.80722,-72.91022,326.07,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,301.53,61.15,N
-36.79575,-72.98387,302.33,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,289.46,0.6,N
-36.79643,-72.97953,305.47,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,288.99,0.85,N
-36.7971,-72.9752,307.57,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,289.46,0.85,N
-36.79778,-72.97086,306.43,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,290.12,1.09,N
-36.79845,-72.96653,304.43,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,290.74,1.09,N
-36.79913,-72.9622,306.29,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.3,2.74,N
-36.80116,-72.9492,308.36,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,293.95,9.67,N
-36.80183,-72.94485,319.56,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,293.6,14.57,N
-36.80385,-72.93186,314.36,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,294,2.02,N
-36.80453,-72.92754,306.25,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.25,1.61,N
-36.8052,-72.92321,311.83,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.01,1.61,N
-36.80789,-72.90588,314.45,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,289.67,61.15,N
-36.80584,-72.94132,347.1,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,303.28,12.94,N
-36.80651,-72.93699,351.42,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,309.14,55.63,N
-36.80719,-72.93266,334.07,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,295.49,55.63,N
-36.80988,-72.91535,331.52,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,314.79,17.9,N
-36.81056,-72.91101,331.67,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,291.41,14.55,N
-36.79977,-72.98033,302.37,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,288.67,0.53,N
-36.80044,-72.97601,303.31,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,288.64,0.53,N
-36.80112,-72.97167,303.22,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,289.61,0.48,N
-36.80179,-72.96734,304.33,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,291.22,0.48,N
-36.80247,-72.96301,307.01,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.01,0.93,N
-36.80314,-72.95868,308.37,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.57,0.93,N
-36.80382,-72.95435,306.64,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.66,0.83,N
-36.80517,-72.94566,308.95,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.87,12.94,N
-36.80786,-72.92834,319.6,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,293.41,2.91,N
-36.80854,-72.92401,312.29,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.08,2.91,N
-36.80921,-72.91969,318.24,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,292.06,17.9,N
-36.80918,-72.94213,334.54,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,293.86,12.94,N
-36.80985,-72.9378,367,0.38,0.36,2026-01-18,0557,N,VIIRS,h,2.0NRT,333.55,55.63,N
-36.81052,-72.93346,345.62,0.38,0.36,2026-01-18,0557,N,VIIRS,n,2.0NRT,309.66,55.63,N
